MEAN,MEDIAN,STDEV,VAR,BURSTINESS,Q1,Q3,MIN,MAX,MIN_MINUS_MAX,MODE,COEFF_OF_VARIATION,AVERAGE_DISPERSION,PERCENT_DEVIATION,ROOT_MEAN_SQUARE,PERCENT_BELOW_MEAN,PERCENT_ABOVE_MEAN,PEARSON_SK1_SKEWNESS,PEARSON_SK2_SKEWNESS,FISHER_MI_3_SKEWNEWSS,FISHER_PEARSON_g1_SKEWNESS,FISHER_PEARSON_G1_SKEWNESS,GALTON_SKEWNESS,KURTOSIS,ENTROPY,SCALED_ENTROPY,HURST_EXPONENT,BENFORD_LAW_PRESENTED,P_BENFORD,NORMAL_DISTRIBUTION,CONT_DISTRIBUTION,TIME_DISTRIBUTION,MEAN_SCALED_TIME,MEDIAN_SCALED_TIME,Q1_SCALED_TIME,Q3_SCALED_TIME,DURATION,MEAN_DIFF_TIMES,MEDIAN_DIFF_TIMES,MIN_DIFF_TIMES,MAX_DIFF_TIMES,MEAN_SCALED_DIFF_TIMES,SIG_SPACES,SWITCHING_METRIC,TRANSIENTS,CNT_ZEROS,CNT_NZ_DISTRIBUTION,BIGGEST_CNT_1_SEC,PERIODICITY,VAL,TIME,MIN_POWER,MAX_POWER,MIN_POWER_FREQ,MAX_POWER_FREQ,POWER_MEAN,POWER_STD,POWER_MODE,SPECTRAL_ENERGY,SPECTRAL_KURTOSIS,SPECTRAL_SKEWNESS,SPECTRAL_ROLLOFF,SPECTRAL_CENTROID,SPECTRAL_CREST,SPECTRAL_FLUX,SPECTRAL_BANDWIDTH,PERIODICITY_SCDF,appName,category
319.6,112.0,469.7515182401105,220666.4888888889,0.19022135863484377,112.0,112.0,112,1512,1400,112,146.981075794778,332.16,103.9299123904881,548.4013129087128,0.8,0.2,0.4419357722945913,1.8026551636756256,1.4615214275589736,1.6656293362661299,-11063113104.163496,0,4.280966193347951,-2.716791664262812,-1.7141046952383256,0.4366037233809381,False,0.5010299956639812,0,0.8888888888888887,0.3570604362672028,36.579739451408386,11.79848599433899,11.798192024230957,56.87866401672363,102.44691300392151,11.382990333769056,0.04669690132141113,1.8835067749023438e-05,45.521373987197876,0.2500581449270475,False,0.8888888888888888,False,0.0,0.8888888888888887,2748,False,0,0,-2.422412014368784,3.194795520889061,0.5953159999999994,0.8603373333333324,0.23822042263146417,0.11137073090365888,0.32531,1191.102113157321,1055641.3245725487,-8220.179491301933,0.8603373333333324,0.4957383738313791,13.411089971205064,82.35468591952211,0.265021333333333,0.26023599181680146,Instagram,Text Chat
165.33333333333334,112.0,94.53852830107591,8937.533333333333,-0.27242197207119095,112.0,151.0,112,408,296,112,57.18056147242494,66.7936507936508,40.39938556067588,189.3331656605562,0.7619047619047619,0.23809523809523808,0.56414389235554,4.061836024959887,1.4098884492560024,1.6597236015848855,-256775020.90017322,-1.7350427350427355,4.18571788061287,1.9031953111478321,0.6343984370492773,0.6055897982473493,False,0.7296014242354097,0,1.0,0.14488211010909893,13.12790128162929,0.2969551086425781,0.05558204650878906,0.3001830577850342,90.61091995239258,4.530545997619629,0.00022852420806884766,9.5367431640625e-07,45.23290514945984,0.10016040275657005,False,1.2,False,0.0,1.0,3248,False,0,0,0.00557310794290632,0.4607052833137204,0.9739746666666655,0.22082933333333307,0.06088019154719996,0.03399521781311727,0.07869,304.4009577359998,162815.9895521792,19208.255554467545,0.22082933333333307,0.46397456179297547,7.56740857092309,32.882305192119034,-0.7531453333333324,0.3287718033557996,Instagram,Text Chat
112.0,112.0,0.0,0.0,-1.0,112.0,112.0,112,112,0,112,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-15.509775004326936,0.0,1.0,False,0.30102999566398114,0,1.0,0.4999988743527396,45.061575055122375,45.06691908836365,0.011031150817871094,90.1121871471405,90.12335300445557,18.024670600891113,0.011165857315063477,0.010959148406982422,45.045268058776855,0.40014570625646645,False,0.0,False,0.0,1.0,448,True,112,0.011031150817871094,-644669390.3859607,5590614.857225584,0.02216266666666665,0.08851733333333324,-129852.6532197719,9119260.052435065,-21474.83648,-649263266.0988595,24955137.373144433,-353080.99294992926,0.08851733333333324,0.02247957498023761,-43.05352812286113,1366533929.672571,0.06635466666666659,7.75227271265777e-09,Instagram,Text Chat
112.0,112.0,0.0,0.0,-1.0,112.0,112.0,112,112,0,112,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-15.509775004326936,0.0,1.0,False,0.30102999566398114,0,1.0,0.5030209822680666,46.17104951540629,46.73122501373291,0.011188983917236328,91.7761869430542,91.78752207756042,18.357504415512086,0.011335134506225586,0.011050939559936523,46.70898509025574,0.39301869608256085,False,0.0,False,0.0,1.0,448,True,112,0.011188983917236328,-23463903.969049025,7900390.50825307,0.10897999999999988,0.021765333333333317,924.2839602949016,369717.7244273261,-21474.83648,4621419.801474508,16525017.528911874,-239308.51436705285,0.021765333333333317,-0.33845372396128987,8547.579366986283,98732349.78912552,-0.08721466666666657,1.7179385169985295e-07,Instagram,Text Chat
112.0,112.0,0.0,0.0,-1.0,112.0,112.0,112,112,0,112,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-15.509775004326936,0.0,1.0,False,0.30102999566398114,0,1.0,0.4999926950724228,45.05888720353445,45.06322407722473,0.010703086853027344,90.10815501213074,90.11909103393555,18.02381820678711,0.011074066162109375,0.010703086853027344,45.044930934906006,0.4001297778174675,False,0.0,False,0.0,1.0,448,True,112,0.010703086853027344,-677785482.193773,3720491.6353690014,0.02216266666666665,0.022361333333333316,-137353.83957862714,9587236.315357652,-21474.83648,-686769197.8931358,24959928.658972725,-353131.65836702584,0.022361333333333316,0.02320983127931779,-27.086913964565472,1429901838.727375,0.00019866666666666644,7.374193256026729e-09,Instagram,Text Chat
112.0,112.0,0.0,0.0,-1.0,112.0,112.0,112,112,0,112,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-24.0,0.0,1.0,False,0.30102999566398114,,0.0,0.5000005299991607,67.58959662914276,90.11191296577454,45.05601906776428,135.16783499717712,135.17904996871948,19.31129285267421,0.011414051055908203,0.011214971542358398,45.04463505744934,0.4287146033716299,False,0.0,False,0.0,0.0,224,True,112,0.011414051055908203,,,,,,,-21474.83648,,,,0.006666666666666667,,,,0.0,,Instagram,Text Chat
119.8,112.0,17.44133022449836,304.2,-0.745829770143324,112.0,112.0,112,151,39,112,14.558706364355892,12.479999999999999,10.41736227045075,120.81142330094453,0.8,0.2,0.4472135954999578,14.184697888037126,-3.047932658561274,1.0733126291998998,-237139.95762424878,0,2.080000000000002,-1.5,-1.5,0.30178863643391607,False,0.4771212547196624,0,0.0,0.20646949688966496,0.0022552967071533202,7.200241088867188e-05,1.1920928955078125e-06,0.00028014183044433594,0.010923147201538086,0.0027307868003845215,0.00013947486877441406,1.1920928955078125e-06,0.01064300537109375,0.2565804211469534,False,0.5,False,0.0,0.0,599,False,0,0,-2054.0259433216,269.90659615896755,0.6946493333333326,0.6944506666666659,-0.4551923706803971,29.70059603341863,0.06766,-2275.9618534019855,22865072.089462474,-330130.9803491737,0.6944506666666659,0.8187212353982146,-592.9506150455151,4647.7266122864985,-0.00019866666666668031,0.002329387657972748,Instagram,Text Chat
118.5,112.0,17.638027100557476,311.1,-0.7408802305100357,112.0,121.0,100,151,51,112,14.884411055322765,12.666666666666666,10.689170182841067,119.58887908162698,0.6666666666666666,0.3333333333333333,0.36852194199171845,13.805398903843606,-2.5288306794337467,0.8303885610292342,-302353.7807482803,-0.4444444444444444,2.133754010638829,1.811278124459133,0.9056390622295665,0.5196514107421387,False,0.6895454119470041,0,1.0,0.3335072880172594,15.389498432477316,0.02970409393310547,1.1920928955078125e-06,46.13321805000305,46.14441418647766,9.228882837295533,0.011196136474609375,1.1920928955078125e-06,46.103513956069946,0.20017742782229872,False,1.6,False,0.0,1.0,499,False,0,0,-573.5857460763923,131.52495745606356,0.9860933333333323,0.5708799999999994,0.20148283846120663,9.727535379490895,0.37704,1007.4141923060331,13249856.22882677,-237227.71391010517,0.5708799999999994,0.23448350061089124,652.7849143905489,4059.705225724326,-0.4152133333333329,0.0060785109633463286,Instagram,Text Chat
119.8,112.0,17.44133022449836,304.2,-0.745829770143324,112.0,112.0,112,151,39,112,14.558706364355892,12.479999999999999,10.41736227045075,120.81142330094453,0.8,0.2,0.4472135954999578,14.184697888037126,-3.047932658561274,1.0733126291998998,-237139.95762424878,0,2.080000000000002,-1.5,-1.5,0.30178863643391607,False,0.4771212547196624,0,0.0,0.20785380514665555,0.002258920669555664,6.985664367675781e-05,9.5367431640625e-07,0.0003559589385986328,0.010867834091186523,0.002716958522796631,0.00017750263214111328,9.5367431640625e-07,0.01051187515258789,0.2584656384667725,False,0.5,False,0.0,0.0,599,False,0,0,-2614.028506607178,249.3460275569958,0.6827293333333326,0.682530666666666,-0.563619198199665,37.42957859233955,0.06878,-2818.095990998325,23771970.823569726,-340277.07217162417,0.682530666666666,0.7788431616720984,-442.4015866625318,5726.557039644383,-0.00019866666666668031,0.001866041088469328,Instagram,Text Chat
150.30373831775702,141.0,69.2241123629494,4791.977732438243,-0.3693363994745904,112.0,155.0,112,827,715,112,46.05614812893259,36.314481614114776,24.160730811194036,165.41100043655067,0.6869158878504673,0.3130841121495327,0.5533294254020397,4.476925804817453,5.369941939030948,5.400380202234237,-3130097342.231884,-0.781569224081722,46.069789161896416,7.1411633541220585,1.2786412358543067,0.5430011343761658,False,0.7496281265051027,0.8812080536318034,0.5954886664704151,0.5279148247277047,83.74853975639165,80.3262870311737,29.583790063858032,121.077800989151,158.64024996757507,0.7447899059510567,0.013792991638183594,0.0,10.005171060562134,0.07444049696329841,False,1.9248826291079812,False,0.0,0.5954886664704151,14380,False,0,0,2.7150563729470466e-06,0.03671395884752974,0.917751999999999,0.8990773333333323,0.00751765953843586,0.005083935760126552,0.00535,37.588297692179296,36719.17328196521,8636.297914646406,0.8978853333333323,0.5082865240957706,4.883695338931048,1.8050769865109166,-0.018674666666666728,0.7583988052530577,Instagram,Text Chat
