iat_min,iat_max,iat_mean,iat_std,iat_q1,iat_q2,iat_q3,iat_mad,byte_min,byte_max,byte_mean,byte_std,byte_q1,byte_q2,byte_q3,byte_mad,byte_sec,pac_sec,byte_total,duration,numPacket,fiat_min,fiat_max,fiat_mean,fiat_std,fiat_q1,fiat_q2,fiat_q3,fiat_mad,fbyte_min,fbyte_max,fbyte_mean,fbyte_std,fbyte_q1,fbyte_q2,fbyte_q3,fbyte_mad,fbyte_sec,fpac_sec,fbyte_total,fduration,fnumPacket,biat_min,biat_max,biat_mean,biat_std,biat_q1,biat_q2,biat_q3,biat_mad,bbyte_min,bbyte_max,bbyte_mean,bbyte_std,bbyte_q1,bbyte_q2,bbyte_q3,bbyte_mad,bbyte_sec,bpac_sec,bbyte_total,bduration,bnumPacket,appName,category
9.5367431640625e-07,5.009274005889893,0.9050491971354331,1.8626322575882435,6.967782974243164e-05,0.04058802127838135,0.07149684429168701,0.0405125617980957,52,1500,175.6984126984127,283.5960482251279,52.0,80.0,85.0,28.0,197.26248985092494,1.1227334773338395,11069,56.11305022239685,63,0.00046706199645996094,5.009274005889893,1.6503838300704956,2.263482983707061,0.07074975967407227,0.07220351696014404,4.991002380847931,0.06338202953338623,52,762,138.22857142857143,187.44691983359465,52.0,60.0,85.0,8.0,86.21880259271613,0.623740820741022,4838,56.11305022239685,35,9.5367431640625e-07,5.080043077468872,2.0756104787190757,2.416178992918976,0.0006835460662841797,0.11907696723937988,5.072050929069519,0.11907601356506348,52,1500,222.53571428571428,364.81634147911205,52.0,80.0,97.75,28.0,111.18549465032476,0.4996298909017964,6231,56.04148292541504,28,Snapchat,Audio Chat
2.4080276489257812e-05,6.0335938930511475,1.107976549076584,2.094150029328976,0.0009551048278808594,0.0689539909362793,0.9332809448242188,0.06888985633850098,52,440,231.37037037037038,180.29413173173404,52.0,213.0,424.75,161.0,212.76248965113209,0.9195753514615922,12494,58.72275710105896,54,0.0007309913635253906,6.102719068527222,2.346142044067383,2.5827233331891826,0.2948741912841797,0.9348649978637695,6.069360971450806,0.8411960601806641,52,440,274.65384615384613,190.71140950655348,52.0,432.5,440.0,7.5,121.74880916621782,0.4432809184038179,7141,58.65355110168457,26,5.412101745605469e-05,6.0335938930511475,2.1723632989106356,2.5192411759022764,0.11643350124359131,1.0023059844970703,6.000131964683533,0.9326529502868652,52,377,191.17857142857142,159.88166462629,52.0,52.0,377.0,0.0,91.26431999595987,0.4773773509969879,5353,58.65380907058716,28,Snapchat,Audio Chat
1.2874603271484375e-05,0.06344890594482422,0.019055104255676268,0.02884345113261398,5.924701690673828e-05,0.00024056434631347656,0.04733133316040039,0.00022411346435546875,52,200,74.81818181818181,46.586806914752124,52.0,52.0,60.0,0.0,4319.052727065709,57.72731469954169,823,0.1905510425567627,11,9.894371032714844e-05,0.06353902816772461,0.025525379180908202,0.03102019922318031,9.894371032714844e-05,0.00039505958557128906,0.06349492073059082,0.0002961158752441406,52,139,67.83333333333333,31.960479067470537,52.0,52.0,58.0,0.0,3188.982989168812,47.01203423836086,407,0.12762689590454102,6,0.0005011558532714844,0.0631110668182373,0.03177553415298462,0.031248575824070642,0.0005399584770202637,0.031744956970214844,0.0629805326461792,0.03121793270111084,52,200,83.2,58.48213402399061,52.0,52.0,60.0,0.0,3272.958355295861,39.33844177038294,416,0.12710213661193848,5,Snapchat,Audio Chat
9.5367431640625e-07,0.0714879035949707,0.017634382606448985,0.01533721621880579,0.003197908401489258,0.010909080505371094,0.034288883209228516,0.009996891021728516,56,682,165.42393265183404,51.17021532638573,133.0,163.0,204.0,36.0,9383.582510567268,56.72445552553023,550200,58.63432216644287,3326,2.7894973754882812e-05,0.1249549388885498,0.03420610856286564,0.012007245099338936,0.03488880395889282,0.039927005767822266,0.04123777151107788,0.0020345449447631836,56,605,190.83498542274052,53.259901286597376,194.0,203.0,218.0,11.0,5582.228800930907,29.251600740635006,327282,58.62927007675171,1715,9.5367431640625e-07,0.4747040271759033,0.0363752249605167,0.016016798473911225,0.03086000680923462,0.03862738609313965,0.04423189163208008,0.006277561187744141,56,682,138.37243947858474,31.094802441337816,127.0,146.0,159.0,17.0,3806.3925444710417,27.50831421932212,222918,58.564112186431885,1611,Snapchat,Audio Chat
8.821487426757812e-06,14.123492002487183,0.4847352124948417,2.107043491384518,0.00034880638122558594,0.010050058364868164,0.013318061828613281,0.009629011154174805,53,1278,363.39473684210526,488.95302788823295,60.0,68.0,572.25,14.0,756.3110952516737,2.0812384401161275,41427,54.775079011917114,114,8.821487426757812e-06,14.136765003204346,0.8692387626284644,2.766122380874291,6.604194641113281e-05,0.017334938049316406,0.02854597568511963,0.017266035079956055,61,1278,585.984375,555.4519694634806,68.0,316.0,1271.0,254.5,684.8356744764212,1.1686927223553039,37503,54.76204204559326,64,0.0007739067077636719,14.134582042694092,1.1176475700067015,3.091127517967236,0.013339042663574219,0.0246429443359375,0.0619969367980957,0.011754035949707031,53,582,78.48,74.7077613103217,54.0,60.0,75.5,6.0,71.65195433886288,0.9129963600772538,3924,54.76473093032837,50,Snapchat,Audio Chat
6.794929504394531e-05,4.933759927749634,0.3386422634124756,1.2281644379260077,0.0003294944763183594,0.0013761520385742188,0.025132060050964355,0.0013082027435302734,52,1274,287.4375,442.0096108612911,54.25,61.0,136.25,9.0,905.3801994777975,3.1498332662850097,4599,5.079633951187134,16,6.794929504394531e-05,4.969390869140625,0.720628159386771,1.7346199091431125,0.0003390312194824219,0.0017461776733398438,0.036257028579711914,0.0016782283782958984,59,1274,512.0,538.1391548660997,62.0,163.0,1099.25,104.0,811.9899972279642,1.5859179633358675,4096,5.0443971157073975,8,0.0005609989166259766,4.944640874862671,0.7241112845284599,1.723076333384366,0.013346076011657715,0.025268077850341797,0.035808444023132324,0.010741949081420898,52,94,62.875,17.164188737018712,52.0,53.5,64.0,1.5,99.23494412041393,1.5782893697083726,503,5.068778991699219,8,Snapchat,Audio Chat
9.5367431640625e-07,5.003166913986206,0.8761888258159161,1.836319766663249,5.8650970458984375e-05,0.04154050350189209,0.06970387697219849,0.041475653648376465,52,1500,175.16923076923078,279.895231455836,52.0,80.0,85.0,28.0,203.04555908292014,1.1591394115922895,11386,56.07608485221863,65,0.00039505958557128906,5.003166913986206,1.6021738529205323,2.24212797354144,0.06896007061004639,0.07023191452026367,4.981547594070435,0.060285091400146484,52,763,135.88888888888889,185.48102295529645,52.0,56.0,85.0,4.0,87.23861540783815,0.6419849048818834,4892,56.07608485221863,36,9.5367431640625e-07,5.072313070297241,2.000209535871233,2.396377546803129,0.0008619427680969238,0.10656595230102539,5.071914494037628,0.10656487941741943,52,1500,223.93103448275863,358.5974528280868,52.0,80.0,151.0,28.0,115.95213764819398,0.5178028937169118,6494,56.00586700439453,29,Snapchat,Audio Chat
0.0,3.765256881713867,0.9698541366447837,1.5148355549916448,0.00019848346710205078,0.0671079158782959,2.8178476095199585,0.06703495979309082,52,440,195.05,172.3277328232458,52.0,64.0,377.0,12.0,204.52140657934748,1.048558864800551,11703,57.221394062042236,60,0.0,3.765256881713867,1.6348948887416295,1.6981131274369097,0.0004260540008544922,0.396543025970459,3.249067544937134,0.396543025970459,52,377,172.27777777777777,153.1373042423605,52.0,64.0,377.0,12.0,108.38617284832908,0.6291361210157767,6202,57.22132110595703,36,0.005486965179443359,3.832831859588623,2.452707218087238,1.5602194824173867,0.32081103324890137,3.181391954421997,3.8262486457824707,0.6470859050750732,52,440,229.20833333333334,192.66788764751524,52.0,52.0,440.0,0.0,97.51425334410678,0.4254393892489661,5501,56.41226601600647,24,Snapchat,Audio Chat
9.5367431640625e-07,45.1793110370636,2.0603428103707055,9.409336762949781,4.8160552978515625e-05,0.0006945133209228516,0.0112801194190979,0.0006934404373168945,52,557,154.47826086956522,161.55840768164182,52.0,91.0,154.0,39.0,78.38501398266935,0.5074177657195033,3553,45.32754182815552,23,3.814697265625e-05,45.19421100616455,5.035139110353258,14.19838971928256,4.792213439941406e-05,0.0011878013610839844,0.04752492904663086,0.0011496543884277344,52,552,199.1,184.34123250103323,60.75,91.0,285.5,39.0,43.93567235656804,0.22067138300636885,1991,45.31625199317932,10,9.5367431640625e-07,45.190600872039795,3.7763572533925376,12.48687406960568,3.695487976074219e-05,0.004526019096374512,0.022229254245758057,0.0045250654220581055,52,557,120.15384615384616,131.64103063538192,52.0,91.0,109.0,39.0,34.468843367435596,0.2868725760413974,1562,45.31628704071045,13,Snapchat,Audio Chat
2.1457672119140625e-06,0.06375408172607422,0.0213726626502143,0.02990541683861321,9.083747863769531e-05,0.00024700164794921875,0.06357789039611816,0.0002448558807373047,52,200,77.1,48.27100579022567,52.0,52.0,60.0,0.0,4008.2355703025937,51.987491184210036,771,0.1923539638519287,10,0.00024700164794921875,0.0644371509552002,0.03219401836395264,0.031947702880776696,0.00024700164794921875,0.032045960426330566,0.06399297714233398,0.03179895877838135,52,139,71.0,34.140884581393024,52.0,52.0,60.0,0.0,2756.7232830857984,38.827088494166176,355,0.12877607345581055,5,2.1457672119140625e-06,0.06399893760681152,0.03214997053146362,0.0317885061870319,0.0005427002906799316,0.03229939937591553,0.06390666961669922,0.03163802623748779,52,200,83.2,58.48213402399061,52.0,52.0,60.0,0.0,3234.8396679934813,38.8802844710755,416,0.1285998821258545,5,Snapchat,Audio Chat
